Ausgangsjahr,Gemeinde_BFS_Nr,Gemeindename,Stadtkreis_BFS_Nr,Stadtkreis_Name,Gesetz_Nummer,Gesetz_Abk,Tatbestand,Straftaten_total,Straftaten_vollendet,Straftaten_versucht,Einwohner,Häufigkeitszahl
2016,67,Rafz,,,311.0,StGB,Einbruchdiebstahl,12,2,10,4344.0,2.8
2016,67,Rafz,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4344.0,0.7
2016,67,Rafz,,,311.0,StGB,Einbrüche insgesamt,15,5,10,4344.0,3.5
2016,95,Regensberg,,,311.0,StGB,Einbruchdiebstahl,2,1,1,468.0,4.3
2016,95,Regensberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,468.0,0.0
2016,95,Regensberg,,,311.0,StGB,Einbrüche insgesamt,2,1,1,468.0,4.3
2016,96,Regensdorf,,,311.0,StGB,Einbruchdiebstahl,148,91,57,18036.0,8.2
2016,96,Regensdorf,,,311.0,StGB,Einschleichdiebstahl,32,31,1,18036.0,1.8
2016,96,Regensdorf,,,311.0,StGB,Einbrüche insgesamt,180,122,58,18036.0,10.0
2016,38,Rheinau,,,311.0,StGB,Einbruchdiebstahl,1,0,1,1321.0,0.8
2016,38,Rheinau,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1321.0,0.8
2016,38,Rheinau,,,311.0,StGB,Einbrüche insgesamt,2,1,1,1321.0,1.5
2016,138,Richterswil,,,311.0,StGB,Einbruchdiebstahl,49,21,28,13198.0,3.7
2016,138,Richterswil,,,311.0,StGB,Einschleichdiebstahl,7,7,0,13198.0,0.5
2016,138,Richterswil,,,311.0,StGB,Einbrüche insgesamt,56,28,28,13198.0,4.2
2016,225,Rickenbach,,,311.0,StGB,Einbruchdiebstahl,8,5,3,2598.0,3.1
2016,225,Rickenbach,,,311.0,StGB,Einschleichdiebstahl,4,4,0,2598.0,1.5
2016,225,Rickenbach,,,311.0,StGB,Einbrüche insgesamt,12,9,3,2598.0,4.6
2016,12,Rifferswil,,,311.0,StGB,Einbruchdiebstahl,0,0,0,1057.0,0.0
2016,12,Rifferswil,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1057.0,0.9
2016,12,Rifferswil,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1057.0,0.9
2016,68,Rorbas,,,311.0,StGB,Einbruchdiebstahl,16,9,7,2743.0,5.8
2016,68,Rorbas,,,311.0,StGB,Einschleichdiebstahl,4,4,0,2743.0,1.5
2016,68,Rorbas,,,311.0,StGB,Einbrüche insgesamt,20,13,7,2743.0,7.3
2016,178,Russikon,,,311.0,StGB,Einbruchdiebstahl,7,2,5,4292.0,1.6
2016,178,Russikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4292.0,0.2
2016,178,Russikon,,,311.0,StGB,Einbrüche insgesamt,8,3,5,4292.0,1.9
2016,97,Rümlang,,,311.0,StGB,Einbruchdiebstahl,46,22,24,7774.0,5.9
2016,97,Rümlang,,,311.0,StGB,Einschleichdiebstahl,11,11,0,7774.0,1.4
2016,97,Rümlang,,,311.0,StGB,Einbrüche insgesamt,57,33,24,7774.0,7.3
2016,139,Rüschlikon,,,311.0,StGB,Einbruchdiebstahl,36,19,17,5674.0,6.3
2016,139,Rüschlikon,,,311.0,StGB,Einschleichdiebstahl,3,2,1,5674.0,0.5
2016,139,Rüschlikon,,,311.0,StGB,Einbrüche insgesamt,39,21,18,5674.0,6.9
2016,118,Rüti,,,311.0,StGB,Einbruchdiebstahl,24,12,12,12047.0,2.0
2016,118,Rüti,,,311.0,StGB,Einschleichdiebstahl,5,4,1,12047.0,0.4
2016,118,Rüti,,,311.0,StGB,Einbrüche insgesamt,29,16,13,12047.0,2.4
2016,226,Schlatt,,,311.0,StGB,Einbruchdiebstahl,1,0,1,738.0,1.4
2016,226,Schlatt,,,311.0,StGB,Einschleichdiebstahl,1,1,0,738.0,1.4
2016,226,Schlatt,,,311.0,StGB,Einbrüche insgesamt,2,1,1,738.0,2.7
2016,98,Schleinikon,,,311.0,StGB,Einbruchdiebstahl,0,0,0,722.0,0.0
2016,98,Schleinikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,722.0,0.0
2016,98,Schleinikon,,,311.0,StGB,Einbrüche insgesamt,0,0,0,722.0,0.0
2016,247,Schlieren,,,311.0,StGB,Einbruchdiebstahl,77,60,17,18453.0,4.2
2016,247,Schlieren,,,311.0,StGB,Einschleichdiebstahl,23,22,1,18453.0,1.2
2016,247,Schlieren,,,311.0,StGB,Einbrüche insgesamt,100,82,18,18453.0,5.4
2016,197,Schwerzenbach,,,311.0,StGB,Einbruchdiebstahl,17,12,5,5001.0,3.4
2016,197,Schwerzenbach,,,311.0,StGB,Einschleichdiebstahl,8,8,0,5001.0,1.6
2016,197,Schwerzenbach,,,311.0,StGB,Einbrüche insgesamt,25,20,5,5001.0,5.0
2016,99,Schöfflisdorf,,,311.0,StGB,Einbruchdiebstahl,2,2,0,1396.0,1.4
2016,99,Schöfflisdorf,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1396.0,0.0
2016,99,Schöfflisdorf,,,311.0,StGB,Einbrüche insgesamt,2,2,0,1396.0,1.4
2016,119,Seegräben,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1432.0,1.4
2016,119,Seegräben,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1432.0,0.0
2016,119,Seegräben,,,311.0,StGB,Einbrüche insgesamt,2,1,1,1432.0,1.4
2016,227,Seuzach,,,311.0,StGB,Einbruchdiebstahl,27,20,7,7211.0,3.7
2016,227,Seuzach,,,311.0,StGB,Einschleichdiebstahl,2,1,1,7211.0,0.3
2016,227,Seuzach,,,311.0,StGB,Einbrüche insgesamt,29,21,8,7211.0,4.0
2016,100,Stadel,,,311.0,StGB,Einbruchdiebstahl,1,0,1,2205.0,0.5
2016,100,Stadel,,,311.0,StGB,Einschleichdiebstahl,1,0,1,2205.0,0.5
2016,100,Stadel,,,311.0,StGB,Einbrüche insgesamt,2,0,2,2205.0,0.9
2016,13,Stallikon,,,311.0,StGB,Einbruchdiebstahl,12,8,4,3455.0,3.5
2016,13,Stallikon,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3455.0,0.9
2016,13,Stallikon,,,311.0,StGB,Einbrüche insgesamt,15,11,4,3455.0,4.3
2016,292,Stammheim,,,311.0,StGB,Einbruchdiebstahl,6,5,1,2778.0,2.2
2016,292,Stammheim,,,311.0,StGB,Einschleichdiebstahl,6,5,1,2778.0,2.2
2016,292,Stammheim,,,311.0,StGB,Einbrüche insgesamt,12,10,2,2778.0,4.3
2016,101,Steinmaur,,,311.0,StGB,Einbruchdiebstahl,10,2,8,3395.0,2.9
2016,101,Steinmaur,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3395.0,1.2
2016,101,Steinmaur,,,311.0,StGB,Einbrüche insgesamt,14,6,8,3395.0,4.1
2016,158,Stäfa,,,311.0,StGB,Einbruchdiebstahl,62,34,28,14178.0,4.4
2016,158,Stäfa,,,311.0,StGB,Einschleichdiebstahl,4,4,0,14178.0,0.3
2016,158,Stäfa,,,311.0,StGB,Einbrüche insgesamt,66,38,28,14178.0,4.7
2016,39,Thalheim,,,311.0,StGB,Einbruchdiebstahl,3,2,1,904.0,3.3
2016,39,Thalheim,,,311.0,StGB,Einschleichdiebstahl,0,0,0,904.0,0.0
2016,39,Thalheim,,,311.0,StGB,Einbrüche insgesamt,3,2,1,904.0,3.3
2016,141,Thalwil,,,311.0,StGB,Einbruchdiebstahl,75,49,26,17747.0,4.2
2016,141,Thalwil,,,311.0,StGB,Einschleichdiebstahl,8,7,1,17747.0,0.5
2016,141,Thalwil,,,311.0,StGB,Einbrüche insgesamt,83,56,27,17747.0,4.7
2016,41,Truttikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,473.0,2.1
2016,41,Truttikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,473.0,0.0
2016,41,Truttikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,473.0,2.1
2016,40,Trüllikon,,,311.0,StGB,Einbruchdiebstahl,1,0,1,1015.0,1.0
2016,40,Trüllikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1015.0,1.0
2016,40,Trüllikon,,,311.0,StGB,Einbrüche insgesamt,2,1,1,1015.0,2.0
2016,228,Turbenthal,,,311.0,StGB,Einbruchdiebstahl,4,3,1,4472.0,0.9
2016,228,Turbenthal,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4472.0,0.2
2016,228,Turbenthal,,,311.0,StGB,Einbrüche insgesamt,5,4,1,4472.0,1.1
2016,159,Uetikon,,,311.0,StGB,Einbruchdiebstahl,6,2,4,5988.0,1.0
2016,159,Uetikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,5988.0,0.3
2016,159,Uetikon,,,311.0,StGB,Einbrüche insgesamt,8,4,4,5988.0,1.3
2016,248,Uitikon,,,311.0,StGB,Einbruchdiebstahl,23,12,11,4112.0,5.6
2016,248,Uitikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,4112.0,0.5
2016,248,Uitikon,,,311.0,StGB,Einbrüche insgesamt,25,14,11,4112.0,6.1
2016,249,Unterengstringen,,,311.0,StGB,Einbruchdiebstahl,15,8,7,3648.0,4.1
2016,249,Unterengstringen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,3648.0,0.3
2016,249,Unterengstringen,,,311.0,StGB,Einbrüche insgesamt,16,9,7,3648.0,4.4
2016,250,Urdorf,,,311.0,StGB,Einbruchdiebstahl,46,26,20,9688.0,4.7
2016,250,Urdorf,,,311.0,StGB,Einschleichdiebstahl,12,12,0,9688.0,1.2
2016,250,Urdorf,,,311.0,StGB,Einbrüche insgesamt,58,38,20,9688.0,6.0
2016,198,Uster,,,311.0,StGB,Einbruchdiebstahl,121,69,52,33886.0,3.6
2016,198,Uster,,,311.0,StGB,Einschleichdiebstahl,34,31,3,33886.0,1.0
2016,198,Uster,,,311.0,StGB,Einbrüche insgesamt,155,100,55,33886.0,4.6
2016,43,Volken,,,311.0,StGB,Einbruchdiebstahl,0,0,0,339.0,0.0
2016,43,Volken,,,311.0,StGB,Einschleichdiebstahl,0,0,0,339.0,0.0
2016,43,Volken,,,311.0,StGB,Einbrüche insgesamt,0,0,0,339.0,0.0
2016,199,Volketswil,,,311.0,StGB,Einbruchdiebstahl,48,28,20,18536.0,2.6
2016,199,Volketswil,,,311.0,StGB,Einschleichdiebstahl,25,24,1,18536.0,1.3
2016,199,Volketswil,,,311.0,StGB,Einbrüche insgesamt,73,52,21,18536.0,3.9
2016,120,Wald,,,311.0,StGB,Einbruchdiebstahl,21,10,11,9447.0,2.2
2016,120,Wald,,,311.0,StGB,Einschleichdiebstahl,3,3,0,9447.0,0.3
2016,120,Wald,,,311.0,StGB,Einbrüche insgesamt,24,13,11,9447.0,2.5
2016,69,Wallisellen,,,311.0,StGB,Einbruchdiebstahl,62,34,28,15662.0,4.0
2016,69,Wallisellen,,,311.0,StGB,Einschleichdiebstahl,17,16,1,15662.0,1.1
2016,69,Wallisellen,,,311.0,StGB,Einbrüche insgesamt,79,50,29,15662.0,5.0
2016,200,Wangen-Brüttisellen,,,311.0,StGB,Einbruchdiebstahl,32,15,17,7727.0,4.1
2016,200,Wangen-Brüttisellen,,,311.0,StGB,Einschleichdiebstahl,8,8,0,7727.0,1.0
2016,200,Wangen-Brüttisellen,,,311.0,StGB,Einbrüche insgesamt,40,23,17,7727.0,5.2
2016,70,Wasterkingen,,,311.0,StGB,Einbruchdiebstahl,2,2,0,573.0,3.5
2016,70,Wasterkingen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,573.0,0.0
2016,70,Wasterkingen,,,311.0,StGB,Einbrüche insgesamt,2,2,0,573.0,3.5
2016,102,Weiach,,,311.0,StGB,Einbruchdiebstahl,7,5,2,1379.0,5.1
2016,102,Weiach,,,311.0,StGB,Einschleichdiebstahl,3,2,1,1379.0,2.2
2016,102,Weiach,,,311.0,StGB,Einbrüche insgesamt,10,7,3,1379.0,7.3
2016,251,Weiningen,,,311.0,StGB,Einbruchdiebstahl,24,14,10,4513.0,5.3
2016,251,Weiningen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4513.0,0.2
2016,251,Weiningen,,,311.0,StGB,Einbrüche insgesamt,25,15,10,4513.0,5.5
2016,180,Weisslingen,,,311.0,StGB,Einbruchdiebstahl,2,0,2,3261.0,0.6
2016,180,Weisslingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,3261.0,0.3
2016,180,Weisslingen,,,311.0,StGB,Einbrüche insgesamt,3,1,2,3261.0,0.9
2016,14,Wettswil,,,311.0,StGB,Einbruchdiebstahl,13,6,7,4920.0,2.6
2016,14,Wettswil,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4920.0,0.2
2016,14,Wettswil,,,311.0,StGB,Einbrüche insgesamt,14,7,7,4920.0,2.8
2016,121,Wetzikon,,,311.0,StGB,Einbruchdiebstahl,64,44,20,24407.0,2.6
2016,121,Wetzikon,,,311.0,StGB,Einschleichdiebstahl,18,18,0,24407.0,0.7
2016,121,Wetzikon,,,311.0,StGB,Einbrüche insgesamt,82,62,20,24407.0,3.4
2016,298,Wiesendangen,,,311.0,StGB,Einbruchdiebstahl,13,8,5,6226.0,2.1
2016,298,Wiesendangen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,6226.0,0.3
2016,298,Wiesendangen,,,311.0,StGB,Einbrüche insgesamt,15,10,5,6226.0,2.4
2016,71,Wil,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1381.0,1.4
2016,71,Wil,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1381.0,0.0
2016,71,Wil,,,311.0,StGB,Einbrüche insgesamt,2,1,1,1381.0,1.4
2016,181,Wila,,,311.0,StGB,Einbruchdiebstahl,3,3,0,1931.0,1.6
2016,181,Wila,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1931.0,0.0
2016,181,Wila,,,311.0,StGB,Einbrüche insgesamt,3,3,0,1931.0,1.6
2016,182,Wildberg,,,311.0,StGB,Einbruchdiebstahl,1,1,0,1006.0,1.0
2016,182,Wildberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1006.0,0.0
2016,182,Wildberg,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1006.0,1.0
2016,72,Winkel,,,311.0,StGB,Einbruchdiebstahl,17,10,7,4246.0,4.0
2016,72,Winkel,,,311.0,StGB,Einschleichdiebstahl,5,5,0,4246.0,1.2
2016,72,Winkel,,,311.0,StGB,Einbrüche insgesamt,22,15,7,4246.0,5.2
2016,230,Winterthur,,,311.0,StGB,Einbruchdiebstahl,406,255,151,108268.0,3.7
2016,230,Winterthur,,,311.0,StGB,Einschleichdiebstahl,120,112,8,108268.0,1.1
2016,230,Winterthur,,,311.0,StGB,Einbrüche insgesamt,526,367,159,108268.0,4.9
2016,293,Wädenswil,,,311.0,StGB,Einbruchdiebstahl,64,42,22,24383.0,2.6
2016,293,Wädenswil,,,311.0,StGB,Einschleichdiebstahl,8,8,0,24383.0,0.3
2016,293,Wädenswil,,,311.0,StGB,Einbrüche insgesamt,72,50,22,24383.0,3.0
2016,231,Zell,,,311.0,StGB,Einbruchdiebstahl,8,5,3,5700.0,1.4
2016,231,Zell,,,311.0,StGB,Einschleichdiebstahl,7,7,0,5700.0,1.2
2016,231,Zell,,,311.0,StGB,Einbrüche insgesamt,15,12,3,5700.0,2.6
2016,161,Zollikon,,,311.0,StGB,Einbruchdiebstahl,57,28,29,12753.0,4.5
2016,161,Zollikon,,,311.0,StGB,Einschleichdiebstahl,13,11,2,12753.0,1.0
2016,161,Zollikon,,,311.0,StGB,Einbrüche insgesamt,70,39,31,12753.0,5.5
2016,160,Zumikon,,,311.0,StGB,Einbruchdiebstahl,26,13,13,5172.0,5.0
2016,160,Zumikon,,,311.0,StGB,Einschleichdiebstahl,3,3,0,5172.0,0.6
2016,160,Zumikon,,,311.0,StGB,Einbrüche insgesamt,29,16,13,5172.0,5.6
2016,261,Zürich,2610001.0,Kreis 1,311.0,StGB,Einbruchdiebstahl,140,76,64,5138.0,27.2
2016,261,Zürich,2610001.0,Kreis 1,311.0,StGB,Einschleichdiebstahl,56,55,1,5138.0,10.9
2016,261,Zürich,2610001.0,Kreis 1,311.0,StGB,Einbrüche insgesamt,196,131,65,5138.0,38.1
2016,261,Zürich,2610002.0,Kreis 2,311.0,StGB,Einbruchdiebstahl,219,135,84,30911.0,7.1
2016,261,Zürich,2610002.0,Kreis 2,311.0,StGB,Einschleichdiebstahl,36,33,3,30911.0,1.2
2016,261,Zürich,2610002.0,Kreis 2,311.0,StGB,Einbrüche insgesamt,255,168,87,30911.0,8.2
2016,261,Zürich,2610003.0,Kreis 3,311.0,StGB,Einbruchdiebstahl,245,142,103,47810.0,5.1
2016,261,Zürich,2610003.0,Kreis 3,311.0,StGB,Einschleichdiebstahl,52,48,4,47810.0,1.1
2016,261,Zürich,2610003.0,Kreis 3,311.0,StGB,Einbrüche insgesamt,297,190,107,47810.0,6.2
2016,261,Zürich,2610004.0,Kreis 4,311.0,StGB,Einbruchdiebstahl,214,161,53,27255.0,7.9
2016,261,Zürich,2610004.0,Kreis 4,311.0,StGB,Einschleichdiebstahl,74,66,8,27255.0,2.7
2016,261,Zürich,2610004.0,Kreis 4,311.0,StGB,Einbrüche insgesamt,288,227,61,27255.0,10.6
2016,261,Zürich,2610005.0,Kreis 5,311.0,StGB,Einbruchdiebstahl,98,62,36,14495.0,6.8
2016,261,Zürich,2610005.0,Kreis 5,311.0,StGB,Einschleichdiebstahl,52,48,4,14495.0,3.6
2016,261,Zürich,2610005.0,Kreis 5,311.0,StGB,Einbrüche insgesamt,150,110,40,14495.0,10.3
2016,261,Zürich,2610006.0,Kreis 6,311.0,StGB,Einbruchdiebstahl,203,134,69,31207.0,6.5
2016,261,Zürich,2610006.0,Kreis 6,311.0,StGB,Einschleichdiebstahl,55,50,5,31207.0,1.8
2016,261,Zürich,2610006.0,Kreis 6,311.0,StGB,Einbrüche insgesamt,258,184,74,31207.0,8.3
2016,261,Zürich,2610007.0,Kreis 7,311.0,StGB,Einbruchdiebstahl,233,131,102,35865.0,6.5
2016,261,Zürich,2610007.0,Kreis 7,311.0,StGB,Einschleichdiebstahl,56,47,9,35865.0,1.6
2016,261,Zürich,2610007.0,Kreis 7,311.0,StGB,Einbrüche insgesamt,289,178,111,35865.0,8.1
2016,261,Zürich,2610008.0,Kreis 8,311.0,StGB,Einbruchdiebstahl,125,71,54,15404.0,8.1
2016,261,Zürich,2610008.0,Kreis 8,311.0,StGB,Einschleichdiebstahl,35,34,1,15404.0,2.3
2016,261,Zürich,2610008.0,Kreis 8,311.0,StGB,Einbrüche insgesamt,160,105,55,15404.0,10.4
2016,261,Zürich,2610009.0,Kreis 9,311.0,StGB,Einbruchdiebstahl,293,200,93,50113.0,5.8
2016,261,Zürich,2610009.0,Kreis 9,311.0,StGB,Einschleichdiebstahl,59,56,3,50113.0,1.2
2016,261,Zürich,2610009.0,Kreis 9,311.0,StGB,Einbrüche insgesamt,352,256,96,50113.0,7.0
2016,261,Zürich,2610010.0,Kreis 10,311.0,StGB,Einbruchdiebstahl,209,126,83,37051.0,5.6
2016,261,Zürich,2610010.0,Kreis 10,311.0,StGB,Einschleichdiebstahl,43,42,1,37051.0,1.2
2016,261,Zürich,2610010.0,Kreis 10,311.0,StGB,Einbrüche insgesamt,252,168,84,37051.0,6.8
2016,261,Zürich,2610011.0,Kreis 11,311.0,StGB,Einbruchdiebstahl,358,219,139,68889.0,5.2
2016,261,Zürich,2610011.0,Kreis 11,311.0,StGB,Einschleichdiebstahl,88,85,3,68889.0,1.3
2016,261,Zürich,2610011.0,Kreis 11,311.0,StGB,Einbrüche insgesamt,446,304,142,68889.0,6.5
2016,261,Zürich,2610012.0,Kreis 12,311.0,StGB,Einbruchdiebstahl,124,78,46,30169.0,4.1
2016,261,Zürich,2610012.0,Kreis 12,311.0,StGB,Einschleichdiebstahl,22,20,2,30169.0,0.7
2016,261,Zürich,2610012.0,Kreis 12,311.0,StGB,Einbrüche insgesamt,146,98,48,30169.0,4.8
2016,261,Zürich,,unbekannt,311.0,StGB,Einbruchdiebstahl,9,8,1,2648.0,
2016,261,Zürich,,unbekannt,311.0,StGB,Einschleichdiebstahl,2,2,0,2648.0,
2016,261,Zürich,,unbekannt,311.0,StGB,Einbrüche insgesamt,11,10,1,2648.0,
2016,7601,unbekannt ZH,,,311.0,StGB,Einbruchdiebstahl,5,5,0,,
2016,7601,unbekannt ZH,,,311.0,StGB,Einschleichdiebstahl,0,0,0,,
2016,7601,unbekannt ZH,,,311.0,StGB,Einbrüche insgesamt,5,5,0,,
2017,131,Adliswil,,,311.0,StGB,Einbruchdiebstahl,39,27,12,18742.0,2.1
2017,131,Adliswil,,,311.0,StGB,Einschleichdiebstahl,18,18,0,18742.0,1.0
2017,131,Adliswil,,,311.0,StGB,Einbrüche insgesamt,57,45,12,18742.0,3.0
2017,241,Aesch,,,311.0,StGB,Einbruchdiebstahl,4,3,1,1275.0,3.1
2017,241,Aesch,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1275.0,0.8
2017,241,Aesch,,,311.0,StGB,Einbrüche insgesamt,5,4,1,1275.0,3.9
2017,1,Aeugst,,,311.0,StGB,Einbruchdiebstahl,5,1,4,1977.0,2.5
2017,1,Aeugst,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1977.0,0.0
2017,1,Aeugst,,,311.0,StGB,Einbrüche insgesamt,5,1,4,1977.0,2.5
2017,2,Affoltern,,,311.0,StGB,Einbruchdiebstahl,52,26,26,11900.0,4.4
2017,2,Affoltern,,,311.0,StGB,Einschleichdiebstahl,13,12,1,11900.0,1.1
2017,2,Affoltern,,,311.0,StGB,Einbrüche insgesamt,65,38,27,11900.0,5.5
2017,211,Altikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,658.0,1.5
2017,211,Altikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,658.0,0.0
2017,211,Altikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,658.0,1.5
2017,291,Andelfingen,,,311.0,StGB,Einbruchdiebstahl,17,15,2,3386.0,5.0
2017,291,Andelfingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,3386.0,0.3
2017,291,Andelfingen,,,311.0,StGB,Einbrüche insgesamt,18,16,2,3386.0,5.3
2017,51,Bachenbülach,,,311.0,StGB,Einbruchdiebstahl,12,6,6,4087.0,2.9
2017,51,Bachenbülach,,,311.0,StGB,Einschleichdiebstahl,5,5,0,4087.0,1.2
2017,51,Bachenbülach,,,311.0,StGB,Einbrüche insgesamt,17,11,6,4087.0,4.2
2017,81,Bachs,,,311.0,StGB,Einbruchdiebstahl,7,4,3,605.0,11.6
2017,81,Bachs,,,311.0,StGB,Einschleichdiebstahl,2,2,0,605.0,3.3
2017,81,Bachs,,,311.0,StGB,Einbrüche insgesamt,9,6,3,605.0,14.9
2017,52,Bassersdorf,,,311.0,StGB,Einbruchdiebstahl,23,12,11,11616.0,2.0
2017,52,Bassersdorf,,,311.0,StGB,Einschleichdiebstahl,4,4,0,11616.0,0.3
2017,52,Bassersdorf,,,311.0,StGB,Einbrüche insgesamt,27,16,11,11616.0,2.3
2017,297,Bauma,,,311.0,StGB,Einbruchdiebstahl,17,9,8,4909.0,3.5
2017,297,Bauma,,,311.0,StGB,Einschleichdiebstahl,2,2,0,4909.0,0.4
2017,297,Bauma,,,311.0,StGB,Einbrüche insgesamt,19,11,8,4909.0,3.9
2017,22,Benken,,,311.0,StGB,Einbruchdiebstahl,0,0,0,857.0,0.0
2017,22,Benken,,,311.0,StGB,Einschleichdiebstahl,1,1,0,857.0,1.2
2017,22,Benken,,,311.0,StGB,Einbrüche insgesamt,1,1,0,857.0,1.2
2017,23,Berg,,,311.0,StGB,Einbruchdiebstahl,1,1,0,567.0,1.8
2017,23,Berg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,567.0,0.0
2017,23,Berg,,,311.0,StGB,Einbrüche insgesamt,1,1,0,567.0,1.8
2017,242,Birmensdorf,,,311.0,StGB,Einbruchdiebstahl,25,15,10,6313.0,4.0
2017,242,Birmensdorf,,,311.0,StGB,Einschleichdiebstahl,6,6,0,6313.0,1.0
2017,242,Birmensdorf,,,311.0,StGB,Einbrüche insgesamt,31,21,10,6313.0,4.9
2017,3,Bonstetten,,,311.0,StGB,Einbruchdiebstahl,13,7,6,5435.0,2.4
2017,3,Bonstetten,,,311.0,StGB,Einschleichdiebstahl,0,0,0,5435.0,0.0
2017,3,Bonstetten,,,311.0,StGB,Einbrüche insgesamt,13,7,6,5435.0,2.4
2017,82,Boppelsen,,,311.0,StGB,Einbruchdiebstahl,1,1,0,1327.0,0.8
2017,82,Boppelsen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1327.0,0.0
2017,82,Boppelsen,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1327.0,0.8
2017,213,Brütten,,,311.0,StGB,Einbruchdiebstahl,8,4,4,2030.0,3.9
2017,213,Brütten,,,311.0,StGB,Einschleichdiebstahl,0,0,0,2030.0,0.0
2017,213,Brütten,,,311.0,StGB,Einbrüche insgesamt,8,4,4,2030.0,3.9
2017,112,Bubikon,,,311.0,StGB,Einbruchdiebstahl,21,12,9,7115.0,3.0
2017,112,Bubikon,,,311.0,StGB,Einschleichdiebstahl,7,5,2,7115.0,1.0
2017,112,Bubikon,,,311.0,StGB,Einbrüche insgesamt,28,17,11,7115.0,3.9
2017,24,Buch,,,311.0,StGB,Einbruchdiebstahl,1,0,1,957.0,1.0
2017,24,Buch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,957.0,0.0
2017,24,Buch,,,311.0,StGB,Einbrüche insgesamt,1,0,1,957.0,1.0
2017,83,Buchs,,,311.0,StGB,Einbruchdiebstahl,19,12,7,6359.0,3.0
2017,83,Buchs,,,311.0,StGB,Einschleichdiebstahl,2,2,0,6359.0,0.3
2017,83,Buchs,,,311.0,StGB,Einbrüche insgesamt,21,14,7,6359.0,3.3
2017,111,Bäretswil,,,311.0,StGB,Einbruchdiebstahl,5,1,4,5060.0,1.0
2017,111,Bäretswil,,,311.0,StGB,Einschleichdiebstahl,2,2,0,5060.0,0.4
2017,111,Bäretswil,,,311.0,StGB,Einbrüche insgesamt,7,3,4,5060.0,1.4
2017,53,Bülach,,,311.0,StGB,Einbruchdiebstahl,58,35,23,19611.0,3.0
2017,53,Bülach,,,311.0,StGB,Einschleichdiebstahl,17,17,0,19611.0,0.9
2017,53,Bülach,,,311.0,StGB,Einbrüche insgesamt,75,52,23,19611.0,3.8
2017,25,Dachsen,,,311.0,StGB,Einbruchdiebstahl,7,3,4,1998.0,3.5
2017,25,Dachsen,,,311.0,StGB,Einschleichdiebstahl,9,9,0,1998.0,4.5
2017,25,Dachsen,,,311.0,StGB,Einbrüche insgesamt,16,12,4,1998.0,8.0
2017,86,Dielsdorf,,,311.0,StGB,Einbruchdiebstahl,25,12,13,5992.0,4.2
2017,86,Dielsdorf,,,311.0,StGB,Einschleichdiebstahl,14,14,0,5992.0,2.3
2017,86,Dielsdorf,,,311.0,StGB,Einbrüche insgesamt,39,26,13,5992.0,6.5
2017,243,Dietikon,,,311.0,StGB,Einbruchdiebstahl,119,71,48,27076.0,4.4
2017,243,Dietikon,,,311.0,StGB,Einschleichdiebstahl,22,21,1,27076.0,0.8
2017,243,Dietikon,,,311.0,StGB,Einbrüche insgesamt,141,92,49,27076.0,5.2
2017,54,Dietlikon,,,311.0,StGB,Einbruchdiebstahl,31,18,13,7568.0,4.1
2017,54,Dietlikon,,,311.0,StGB,Einschleichdiebstahl,6,5,1,7568.0,0.8
